date,nav,daily_return,cumulative_return_pct,drawdown_pct
2026-05-11,100.0,,0.0,0.0
2026-05-12,99.72045281596881,-0.002795471840311925,-0.2795471840311925,-0.2795471840311925
2026-05-13,100.19128211454817,0.004721491783117537,0.19128211454817468,0.0
2026-05-14,100.50074776056279,0.0030887482372050634,0.5007477605627919,0.0
2026-05-15,99.27120770056895,-0.012234138425747276,-0.728792299431047,-1.2234138425747276
2026-05-18,99.12779858337667,-0.0014446194472100826,-0.8722014166233305,-1.366108419866774
2026-05-19,98.38118879311348,-0.007531790284187712,-1.6188112068865168,-2.1089982061616386
2026-05-20,99.4762406927945,0.011130704081893317,-0.5237593072054958,-1.0194024329143403
2026-05-21,99.77587140199327,0.0030120831578677176,-0.22412859800673424,-0.721264642026842
2026-05-22,100.02319610141875,0.0024788026999935653,0.023196101418743176,-0.47517224476953945
2026-05-25,100.15701636792099,0.0013378923261615494,0.15701636792098128,-0.34201874145326494
2026-05-26,100.47184152887223,0.0031433160887575085,0.47184152887222996,-0.028762205590171508
2026-05-27,100.23994947888002,-0.0023080302546816256,0.23994947888001938,-0.25949884701763626
2026-05-28,100.95610008527312,0.007144363201659232,0.956100085273115,0.0
2026-05-29,101.22552312124472,0.0026687147754720364,1.2255231212447093,0.0
2026-06-01,101.33586412767961,0.0010900512344373947,1.335864127679609,0.0
2026-06-02,101.21374865269148,-0.0012050568279979856,1.213748652691482,-0.12050568279979856
2026-06-03,100.15530409520433,-0.010457517595945709,0.15530409520432276,-1.1649972520960783
2026-06-04,100.72133629188622,0.005651544886168258,0.721336291886221,-0.6064267977417326
2026-06-05,98.73530104866884,-0.019718118487446645,-1.2646989513311557,-2.566281051034558
2026-06-08,98.61300775971348,-0.0012385974181117199,-1.386992240286522,-2.686962203761767
2026-06-09,98.69608466826914,0.0008424538551554672,-1.303915331730865,-2.6049804599134307
2026-06-10,97.59640107563081,-0.011142119733873024,-2.403598924369188,-3.690167429111979
2026-06-11,99.34485346424046,0.017915131801373718,-0.6551465357595432,-1.9647640848362902
2026-06-12,99.54390380440225,0.0020036301149051194,-0.45609619559775494,-1.768337733834846
2026-06-15,100.71350930479363,0.011749644686324334,0.7135093047936358,-0.6141506052603773
2026-06-16,100.48364727235943,-0.0022823356471330936,0.48364727235943317,-0.8409824721545944
2026-06-17,100.0803720483784,-0.00401334182155999,0.08037204837838541,-1.238941504183888
2026-06-18,100.53810648025929,0.0045736683678556656,0.5381064802592928,-0.7872411749656361
2026-06-19,100.56072275850897,0.00022495229959518248,0.5607227585089802,-0.7649230367187565
2026-06-22,100.45726133426962,-0.001028845272799117,0.4572613342696208,-0.867020576548283
2026-06-23,99.6052944654164,-0.00848088886295939,-0.3947055345835948,-1.7077563576926247
2026-06-24,99.3613047460131,-0.002449565765683448,-0.6386952539868984,-1.9485296727510315
2026-06-25,99.40055899202225,0.0003950657261344581,-0.5994410079777412,-1.9097928974276535
2026-06-26,99.48865512992681,0.0008862740692598958,-0.5113448700731826,-1.8228580904243175
2026-06-29,100.28634193792824,0.008017867031770542,0.28634193792824725,-1.0356868210340764
2026-06-30,100.93399685113631,0.006458057006495821,0.9339968511363095,-0.39656964491560087
2026-07-01,100.69575137338708,-0.002360408635165956,0.6957513733870879,-0.6316744420178932
2026-07-02,101.08794250247314,0.0038948130753977406,1.0879425024731493,-0.24465338835429895
2026-07-03,101.21091062845667,0.0012164470157312035,1.2109106284566629,-0.12330629466533738
2026-07-06,101.90146306218246,0.006822905054780115,1.9014630621824624,0.0
2026-07-07,101.03522356248243,-0.008500756256771602,1.0352235624824235,-0.8500756256771602
2026-07-08,100.51929107793627,-0.005106461552263464,0.519291077936268,-1.3563809024044637
2026-07-09,101.2009805463205,0.00678167803487284,1.200980546320496,-0.6874116374899542
2026-07-10,101.2193669367157,0.00018168193920597986,1.2193669367156934,-0.6693683338486744
2026-07-13,100.47572928697194,-0.007346792143134939,0.4757292869719487,-1.3991298381461958
2026-07-14,101.34161964040723,0.008617905633331535,1.3416196404072211,-0.5493968437269681
2026-07-15,101.60811127185698,0.0026296365934879162,1.6081112718569823,-0.28787789842277256
2026-07-16,100.88144904899525,-0.007151616281081297,0.8814490489952531,-1.0009807342655885
2026-07-17,100.39216053681929,-0.004850133664697109,0.3921605368192971,-1.4811392103783239
2026-07-20,100.35339938139296,-0.0003860974324993993,0.35339938139296034,-1.5191770895819579
2026-07-21,100.99833938413853,0.006426688151285109,0.9983393841385357,-0.8862715518547781
2026-07-22,100.94538784407119,-0.0005242812940313701,0.9453878440711883,-0.9382350256618488
2026-07-23,100.69094715416718,-0.002520577664202439,0.6909471541671763,-1.1879278978326302
2026-07-24,100.78035717533797,0.0008879648438890886,0.7803571753379757,-1.1001862516540784
2026-07-27,100.57448771261372,-0.002042753850991841,0.5744877126137249,-1.3022142270508796
2026-07-28,100.53016277969384,-0.0004407174615349563,0.5301627796938435,-1.3457120646558574
2026-07-29,99.21641430137268,-0.013068202040020238,-0.7835856986273204,-2.634946231509261
2026-07-30,101.129321798874,0.019280151484721175,1.1293217988739945,-0.7577332455347308
2026-07-31,101.8978978867147,0.007599933176346552,1.8978978867147056,-0.0034986499316325137
2026-08-03,103.15779382075583,0.012364297597599272,3.1577938207558276,0.0
2026-08-04,104.1777323132148,0.009887168527772161,4.17773231321481,0.0
2026-08-05,104.07602466849698,-0.0009762896778365837,4.076024668496991,-0.09762896778365837
2026-08-06,103.96311060185944,-0.0010849190963739819,3.963110601859432,-0.20601495788955537
2026-08-07,104.6633873216353,0.006735819231666218,4.663387321635293,0.0
2026-08-10,105.06892575010713,0.003874692371894861,5.068925750107134,0.0
2026-08-11,104.82208268057896,-0.002349344183029456,4.822082680578954,-0.2349344183029456
2026-08-12,105.17963490888508,0.00341103915475216,5.179634908885067,0.0
2026-08-13,105.33568937151661,0.001483694659776269,5.335689371516605,0.0
2026-08-14,105.2622543657717,-0.0006971521825419602,5.262254365771701,-0.06971521825419602
2026-08-17,104.92504292569386,-0.003203536178372879,4.925042925693868,-0.38984550086762493
2026-08-18,104.3507203937636,-0.005473645908698699,4.350720393763585,-0.9350762155066472
2026-08-19,104.440335437412,0.0008587870146967713,4.440335437412002,-0.8500005453486059
2026-08-20,103.94151191360223,-0.004776157810300274,3.941511913602236,-1.3235565896352108
2026-08-21,104.37744820506668,0.004194053785044227,4.377448205066692,-0.9097022786552666
2026-08-24,104.1294790342091,-0.0023756968111580123,4.129479034209105,-1.1451107829685614
2026-08-25,104.5448149992013,0.003988649216767337,4.5448149992012965,-0.7508133065194267
